query	raw_translation	translation
channel catfish	"['""ictaluridae""[MeSH Terms] OR ""ictaluridae""[All Fields] OR (""channel""[All Fields] AND ""catfish""[All Fields]) OR ""channel catfish""[All Fields]', '""ictaluridae""[MeSH Terms] OR ""ictaluridae""[All Fields] OR (""channel""[All Fields] AND ""catfish""[All Fields]) OR ""channel catfish""[All Fields]']"	['channel catfish', 'ictaluridae']
chanos chanos	"['""chanos""[All Fields] AND ""chanos""[All Fields]', 'chanos[All Fields] AND chanos[All Fields]']"	['chanos chanos']
chanterelle	"['""chanterelle""[All Fields] OR ""chanterelles""[All Fields]', 'chanterelle[All Fields]']"	['chanterelle', 'chanterelles']
charr	"['""charr""[All Fields] OR ""charrs""[All Fields]', 'charr[All Fields]']"	['charr', 'charrs']
chayote	"['""chayote""[All Fields]', 'chayote[All Fields]']"	['chayote']
cheddar cheese	"['""cheddar""[All Fields] AND (""cheese""[MeSH Terms] OR ""cheese""[All Fields] OR ""cheeses""[All Fields] OR ""cheese s""[All Fields])', 'cheddar[All Fields] AND (""cheese""[MeSH Terms] OR ""cheese""[All Fields])']"	['cheddar cheese', 'cheddar cheese s', 'cheddar cheeses']
chenopodium album	"['""chenopodium album""[MeSH Terms] OR (""chenopodium""[All Fields] AND ""album""[All Fields]) OR ""chenopodium album""[All Fields]', '""chenopodium album""[MeSH Terms] OR (""chenopodium""[All Fields] AND ""album""[All Fields]) OR ""chenopodium album""[All Fields]']"	['chenopodium album']
chenopodium quinoa	"['""chenopodium quinoa""[MeSH Terms] OR (""chenopodium""[All Fields] AND ""quinoa""[All Fields]) OR ""chenopodium quinoa""[All Fields]', '""chenopodium quinoa""[MeSH Terms] OR (""chenopodium""[All Fields] AND ""quinoa""[All Fields]) OR ""chenopodium quinoa""[All Fields]']"	['chenopodium quinoa']
cherimoya	"['""annona""[MeSH Terms] OR ""annona""[All Fields] OR ""cherimoya""[All Fields] OR ""cherimoyas""[All Fields]', '""annona""[MeSH Terms] OR ""annona""[All Fields] OR ""cherimoya""[All Fields]']"	['annona', 'cherimoya', 'cherimoyas']
cherry	"['""cherries""[All Fields] OR ""prunus avium""[MeSH Terms] OR (""prunus""[All Fields] AND ""avium""[All Fields]) OR ""prunus avium""[All Fields] OR ""cherry""[All Fields]', '""prunus avium""[MeSH Terms] OR (""prunus""[All Fields] AND ""avium""[All Fields]) OR ""prunus avium""[All Fields] OR ""cherry""[All Fields]']"	['cherries', 'cherry', 'prunus avium']
cherry tomato	"['(""cherries""[All Fields] OR ""prunus avium""[MeSH Terms] OR (""prunus""[All Fields] AND ""avium""[All Fields]) OR ""prunus avium""[All Fields] OR ""cherry""[All Fields]) AND (""solanum lycopersicum""[MeSH Terms] OR (""solanum""[All Fields] AND ""lycopersicum""[All Fields]) OR ""solanum lycopersicum""[All Fields] OR ""tomato""[All Fields] OR ""tomatoes""[All Fields] OR ""tomato s""[All Fields] OR ""tomatoe""[All Fields] OR ""tomatos""[All Fields])', '(""prunus avium""[MeSH Terms] OR (""prunus""[All Fields] AND ""avium""[All Fields]) OR ""prunus avium""[All Fields] OR ""cherry""[All Fields]) AND (""solanum lycopersicum""[MeSH Terms] OR (""solanum""[All Fields] AND ""lycopersicum""[All Fields]) OR ""solanum lycopersicum""[All Fields] OR ""tomato""[All Fields])']"	['cherries solanum lycopersicum', 'cherries tomato', 'cherries tomato s', 'cherries tomatoe', 'cherries tomatoes', 'cherries tomatos', 'cherry solanum lycopersicum', 'cherry tomato', 'cherry tomato s', 'cherry tomatoe', 'cherry tomatoes', 'cherry tomatos', 'prunus avium solanum lycopersicum', 'prunus avium tomato', 'prunus avium tomato s', 'prunus avium tomatoe', 'prunus avium tomatoes', 'prunus avium tomatos']
chervil	"['""chervil""[All Fields]', 'chervil[All Fields]']"	['chervil']
chestnut	"['""chestnut""[All Fields] OR ""chestnuts""[All Fields]', 'chestnut[All Fields]']"	['chestnut', 'chestnuts']
chia	"['""chron health impact assess""[Journal] OR ""chia""[All Fields]', '""chia""[All Fields]']"	['chia', 'chron health impact assess']
chicken	"['""chicken s""[All Fields] OR ""chickens""[MeSH Terms] OR ""chickens""[All Fields] OR ""chicken""[All Fields]', '""chickens""[MeSH Terms] OR ""chickens""[All Fields] OR ""chicken""[All Fields]']"	['chicken', 'chicken s', 'chickens']
chickpea	"['""chickpea s""[All Fields] OR ""cicer""[MeSH Terms] OR ""cicer""[All Fields] OR ""chickpea""[All Fields] OR ""chickpeas""[All Fields]', '""cicer""[MeSH Terms] OR ""cicer""[All Fields] OR ""chickpea""[All Fields]']"	['chickpea', 'chickpea s', 'chickpeas', 'cicer']
chicory	"['""chicories""[All Fields] OR ""chicory""[MeSH Terms] OR ""chicory""[All Fields]', '""chicory""[MeSH Terms] OR ""chicory""[All Fields]']"	['chicories', 'chicory']
chicory leaves	"['(""chicories""[All Fields] OR ""chicory""[MeSH Terms] OR ""chicory""[All Fields]) AND (""leave""[All Fields] OR ""leaved""[All Fields] OR ""leaving""[All Fields] OR ""plant leaves""[MeSH Terms] OR (""plant""[All Fields] AND ""leaves""[All Fields]) OR ""plant leaves""[All Fields] OR ""leaves""[All Fields])', '(""chicory""[MeSH Terms] OR ""chicory""[All Fields]) AND (""plant leaves""[MeSH Terms] OR (""plant""[All Fields] AND ""leaves""[All Fields]) OR ""plant leaves""[All Fields] OR ""leaves""[All Fields])']"	['chicories leave', 'chicories leaved', 'chicories leaves', 'chicories leaving', 'chicories plant leaves', 'chicory leave', 'chicory leaved', 'chicory leaves', 'chicory leaving', 'chicory plant leaves']
chicory roots	"['(""chicories""[All Fields] OR ""chicory""[MeSH Terms] OR ""chicory""[All Fields]) AND (""plant roots""[MeSH Terms] OR (""plant""[All Fields] AND ""roots""[All Fields]) OR ""plant roots""[All Fields] OR ""roots""[All Fields] OR ""root s""[All Fields] OR ""rooted""[All Fields] OR ""rooting""[All Fields] OR ""rootings""[All Fields])', '(""chicory""[MeSH Terms] OR ""chicory""[All Fields]) AND (""plant roots""[MeSH Terms] OR (""plant""[All Fields] AND ""roots""[All Fields]) OR ""plant roots""[All Fields] OR ""roots""[All Fields])']"	['chicories plant roots', 'chicories root s', 'chicories rooted', 'chicories rooting', 'chicories rootings', 'chicories roots', 'chicory plant roots', 'chicory root s', 'chicory rooted', 'chicory rooting', 'chicory rootings', 'chicory roots']
chinese bayberry	"['(""chineses""[All Fields] OR ""east asian people""[MeSH Terms] OR (""east""[All Fields] AND ""asian""[All Fields] AND ""people""[All Fields]) OR ""east asian people""[All Fields] OR ""chinese""[All Fields]) AND (""myrica""[MeSH Terms] OR ""myrica""[All Fields] OR ""bayberries""[All Fields] OR ""bayberry""[All Fields])', '(""east asian people""[MeSH Terms] OR (""east""[All Fields] AND ""asian""[All Fields] AND ""people""[All Fields]) OR ""east asian people""[All Fields] OR ""chinese""[All Fields]) AND (""myrica""[MeSH Terms] OR ""myrica""[All Fields] OR ""bayberry""[All Fields])']"	['chinese bayberries', 'chinese bayberry', 'chinese myrica', 'chineses bayberries', 'chineses bayberry', 'chineses myrica', 'east asian people bayberries', 'east asian people bayberry', 'east asian people myrica']
chinese broccoli	"['(""chineses""[All Fields] OR ""east asian people""[MeSH Terms] OR (""east""[All Fields] AND ""asian""[All Fields] AND ""people""[All Fields]) OR ""east asian people""[All Fields] OR ""chinese""[All Fields]) AND (""brassica""[MeSH Terms] OR ""brassica""[All Fields] OR ""broccoli""[All Fields] OR ""broccolis""[All Fields])', '(""east asian people""[MeSH Terms] OR (""east""[All Fields] AND ""asian""[All Fields] AND ""people""[All Fields]) OR ""east asian people""[All Fields] OR ""chinese""[All Fields]) AND (""brassica""[MeSH Terms] OR ""brassica""[All Fields] OR ""broccoli""[All Fields])']"	['chinese brassica', 'chinese broccoli', 'chinese broccolis', 'chineses brassica', 'chineses broccoli', 'chineses broccolis', 'east asian people brassica', 'east asian people broccoli', 'east asian people broccolis']
chinese cabbage	"['(""chineses""[All Fields] OR ""east asian people""[MeSH Terms] OR (""east""[All Fields] AND ""asian""[All Fields] AND ""people""[All Fields]) OR ""east asian people""[All Fields] OR ""chinese""[All Fields]) AND (""brassica""[MeSH Terms] OR ""brassica""[All Fields] OR ""cabbage""[All Fields] OR ""cabbages""[All Fields])', '(""east asian people""[MeSH Terms] OR (""east""[All Fields] AND ""asian""[All Fields] AND ""people""[All Fields]) OR ""east asian people""[All Fields] OR ""chinese""[All Fields]) AND (""brassica""[MeSH Terms] OR ""brassica""[All Fields] OR ""cabbage""[All Fields])']"	['chinese brassica', 'chinese cabbage', 'chinese cabbages', 'chineses brassica', 'chineses cabbage', 'chineses cabbages', 'east asian people brassica', 'east asian people cabbage', 'east asian people cabbages']
chinese chestnut	"['(""chineses""[All Fields] OR ""east asian people""[MeSH Terms] OR (""east""[All Fields] AND ""asian""[All Fields] AND ""people""[All Fields]) OR ""east asian people""[All Fields] OR ""chinese""[All Fields]) AND (""chestnut""[All Fields] OR ""chestnuts""[All Fields])', '(""east asian people""[MeSH Terms] OR (""east""[All Fields] AND ""asian""[All Fields] AND ""people""[All Fields]) OR ""east asian people""[All Fields] OR ""chinese""[All Fields]) AND chestnut[All Fields]']"	['chinese chestnut', 'chinese chestnuts', 'chineses chestnut', 'chineses chestnuts', 'east asian people chestnut', 'east asian people chestnuts']
chinese chives	"['""chive""[MeSH Terms] OR ""chive""[All Fields] OR (""chinese""[All Fields] AND ""chives""[All Fields]) OR ""chinese chives""[All Fields]', '""chive""[MeSH Terms] OR ""chive""[All Fields] OR (""chinese""[All Fields] AND ""chives""[All Fields]) OR ""chinese chives""[All Fields]']"	['chinese chives', 'chive']
chinese cinnamon	"['""cinnamomum aromaticum""[MeSH Terms] OR (""cinnamomum""[All Fields] AND ""aromaticum""[All Fields]) OR ""cinnamomum aromaticum""[All Fields] OR (""chinese""[All Fields] AND ""cinnamon""[All Fields]) OR ""chinese cinnamon""[All Fields]', '""cinnamomum aromaticum""[MeSH Terms] OR (""cinnamomum""[All Fields] AND ""aromaticum""[All Fields]) OR ""cinnamomum aromaticum""[All Fields] OR (""chinese""[All Fields] AND ""cinnamon""[All Fields]) OR ""chinese cinnamon""[All Fields]']"	['chinese cinnamon', 'cinnamomum aromaticum']
chinese mustard	"['(""chineses""[All Fields] OR ""east asian people""[MeSH Terms] OR (""east""[All Fields] AND ""asian""[All Fields] AND ""people""[All Fields]) OR ""east asian people""[All Fields] OR ""chinese""[All Fields]) AND (""mustard plant""[MeSH Terms] OR (""mustard""[All Fields] AND ""plant""[All Fields]) OR ""mustard plant""[All Fields] OR ""mustard""[All Fields] OR ""mechlorethamine""[MeSH Terms] OR ""mechlorethamine""[All Fields] OR ""mustards""[All Fields])', '(""east asian people""[MeSH Terms] OR (""east""[All Fields] AND ""asian""[All Fields] AND ""people""[All Fields]) OR ""east asian people""[All Fields] OR ""chinese""[All Fields]) AND (""mustard plant""[MeSH Terms] OR (""mustard""[All Fields] AND ""plant""[All Fields]) OR ""mustard plant""[All Fields] OR ""mustard""[All Fields] OR ""mechlorethamine""[MeSH Terms] OR ""mechlorethamine""[All Fields])']"	['chinese mechlorethamine', 'chinese mustard', 'chinese mustard plant', 'chinese mustards', 'chineses mechlorethamine', 'chineses mustard', 'chineses mustard plant', 'chineses mustards', 'east asian people mechlorethamine', 'east asian people mustard', 'east asian people mustard plant', 'east asian people mustards']
chinese water chestnut	"['""eleocharis""[MeSH Terms] OR ""eleocharis""[All Fields] OR (""chinese""[All Fields] AND ""water""[All Fields] AND ""chestnut""[All Fields]) OR ""chinese water chestnut""[All Fields]', '""eleocharis""[MeSH Terms] OR ""eleocharis""[All Fields] OR (""chinese""[All Fields] AND ""water""[All Fields] AND ""chestnut""[All Fields]) OR ""chinese water chestnut""[All Fields]']"	['chinese water chestnut', 'eleocharis']
chinook salmon	"['""salmon""[MeSH Terms] OR ""salmon""[All Fields] OR (""chinook""[All Fields] AND ""salmon""[All Fields]) OR ""chinook salmon""[All Fields]', '""salmon""[MeSH Terms] OR ""salmon""[All Fields] OR (""chinook""[All Fields] AND ""salmon""[All Fields]) OR ""chinook salmon""[All Fields]']"	['chinook salmon', 'salmon']
chionoecetes opilio	"['""chionoecetes""[All Fields] AND ""opilio""[All Fields]', 'chionoecetes[All Fields] AND opilio[All Fields]']"	['chionoecetes opilio']
chives	"['""chive""[MeSH Terms] OR ""chive""[All Fields] OR ""chives""[All Fields]', '""chive""[MeSH Terms] OR ""chive""[All Fields] OR ""chives""[All Fields]']"	['chive', 'chives']
chokecherry	"['""chokecherry""[All Fields]', 'chokecherry[All Fields]']"	['chokecherry']
chondrus crispus	"['""chondrus""[MeSH Terms] OR ""chondrus""[All Fields] OR (""chondrus""[All Fields] AND ""crispus""[All Fields]) OR ""chondrus crispus""[All Fields]', '""chondrus""[MeSH Terms] OR ""chondrus""[All Fields] OR (""chondrus""[All Fields] AND ""crispus""[All Fields]) OR ""chondrus crispus""[All Fields]']"	['chondrus', 'chondrus crispus']
chrysanthemum coronarium	"['(""chrysanthemum""[MeSH Terms] OR ""chrysanthemum""[All Fields] OR ""chrysanthemums""[All Fields]) AND ""coronarium""[All Fields]', '(""chrysanthemum""[MeSH Terms] OR ""chrysanthemum""[All Fields]) AND coronarium[All Fields]']"	['chrysanthemum coronarium', 'chrysanthemums coronarium']
chum salmon	"['""oncorhynchus keta""[MeSH Terms] OR (""oncorhynchus""[All Fields] AND ""keta""[All Fields]) OR ""oncorhynchus keta""[All Fields] OR (""chum""[All Fields] AND ""salmon""[All Fields]) OR ""chum salmon""[All Fields]', '""oncorhynchus keta""[MeSH Terms] OR (""oncorhynchus""[All Fields] AND ""keta""[All Fields]) OR ""oncorhynchus keta""[All Fields] OR (""chum""[All Fields] AND ""salmon""[All Fields]) OR ""chum salmon""[All Fields]']"	['chum salmon', 'oncorhynchus keta']
cicer arietinum	"['""cicer""[MeSH Terms] OR ""cicer""[All Fields] OR (""cicer""[All Fields] AND ""arietinum""[All Fields]) OR ""cicer arietinum""[All Fields]', '""cicer""[MeSH Terms] OR ""cicer""[All Fields] OR (""cicer""[All Fields] AND ""arietinum""[All Fields]) OR ""cicer arietinum""[All Fields]']"	['cicer', 'cicer arietinum']
cichlidae	"['""cichlids""[MeSH Terms] OR ""cichlids""[All Fields] OR ""cichlidae""[All Fields]', '""cichlids""[MeSH Terms] OR ""cichlids""[All Fields] OR ""cichlidae""[All Fields]']"	['cichlidae', 'cichlids']
cichorium endivia	"['""cichorium""[All Fields] AND ""endivia""[All Fields]', 'cichorium[All Fields] AND endivia[All Fields]']"	['cichorium endivia']
cichorium intybus	"['""chicory""[MeSH Terms] OR ""chicory""[All Fields] OR (""cichorium""[All Fields] AND ""intybus""[All Fields]) OR ""cichorium intybus""[All Fields]', '""chicory""[MeSH Terms] OR ""chicory""[All Fields] OR (""cichorium""[All Fields] AND ""intybus""[All Fields]) OR ""cichorium intybus""[All Fields]']"	['chicory', 'cichorium intybus']
cichorium intybus var. foliosum	"['(""chicory""[MeSH Terms] OR ""chicory""[All Fields] OR (""cichorium""[All Fields] AND ""intybus""[All Fields]) OR ""cichorium intybus""[All Fields]) AND ""var""[All Fields] AND ""foliosum""[All Fields]', '(""chicory""[MeSH Terms] OR ""chicory""[All Fields] OR (""cichorium""[All Fields] AND ""intybus""[All Fields]) OR ""cichorium intybus""[All Fields]) AND var.[All Fields] AND foliosum[All Fields]']"	['chicory var foliosum', 'chicory var. foliosum', 'cichorium intybus var foliosum', 'cichorium intybus var. foliosum']
cichorium intybus var. sativum	"['(""chicory""[MeSH Terms] OR ""chicory""[All Fields] OR (""cichorium""[All Fields] AND ""intybus""[All Fields]) OR ""cichorium intybus""[All Fields]) AND ""var""[All Fields] AND ""sativum""[All Fields]', '(""chicory""[MeSH Terms] OR ""chicory""[All Fields] OR (""cichorium""[All Fields] AND ""intybus""[All Fields]) OR ""cichorium intybus""[All Fields]) AND var.[All Fields] AND sativum[All Fields]']"	['chicory var sativum', 'chicory var. sativum', 'cichorium intybus var sativum', 'cichorium intybus var. sativum']
cinnamomum	"['""cinnamomum""[MeSH Terms] OR ""cinnamomum""[All Fields]', '""cinnamomum""[MeSH Terms] OR ""cinnamomum""[All Fields]']"	['cinnamomum']
cinnamomum aromaticum	"['""cinnamomum aromaticum""[MeSH Terms] OR (""cinnamomum""[All Fields] AND ""aromaticum""[All Fields]) OR ""cinnamomum aromaticum""[All Fields]', '""cinnamomum aromaticum""[MeSH Terms] OR (""cinnamomum""[All Fields] AND ""aromaticum""[All Fields]) OR ""cinnamomum aromaticum""[All Fields]']"	['cinnamomum aromaticum']
cinnamomum verum	"['""cinnamomum zeylanicum""[MeSH Terms] OR (""cinnamomum""[All Fields] AND ""zeylanicum""[All Fields]) OR ""cinnamomum zeylanicum""[All Fields] OR (""cinnamomum""[All Fields] AND ""verum""[All Fields]) OR ""cinnamomum verum""[All Fields]', '""cinnamomum zeylanicum""[MeSH Terms] OR (""cinnamomum""[All Fields] AND ""zeylanicum""[All Fields]) OR ""cinnamomum zeylanicum""[All Fields] OR (""cinnamomum""[All Fields] AND ""verum""[All Fields]) OR ""cinnamomum verum""[All Fields]']"	['cinnamomum verum', 'cinnamomum zeylanicum']
cinnamon	"['""cinnamomum zeylanicum""[MeSH Terms] OR (""cinnamomum""[All Fields] AND ""zeylanicum""[All Fields]) OR ""cinnamomum zeylanicum""[All Fields] OR ""cinnamon""[All Fields] OR ""cinnamons""[All Fields]', '""cinnamomum zeylanicum""[MeSH Terms] OR (""cinnamomum""[All Fields] AND ""zeylanicum""[All Fields]) OR ""cinnamomum zeylanicum""[All Fields] OR ""cinnamon""[All Fields]']"	['cinnamomum zeylanicum', 'cinnamon', 'cinnamons']
cirsium	"['""cirsium""[MeSH Terms] OR ""cirsium""[All Fields]', '""cirsium""[MeSH Terms] OR ""cirsium""[All Fields]']"	['cirsium']
cisco	"['""cisco""[All Fields] OR ""ciscoes""[All Fields]', 'cisco[All Fields]']"	['cisco', 'ciscoes']
citrullus lanatus	"['(""citrullus""[MeSH Terms] OR ""citrullus""[All Fields]) AND ""lanatus""[All Fields]', '(""citrullus""[MeSH Terms] OR ""citrullus""[All Fields]) AND lanatus[All Fields]']"	['citrullus lanatus']
citrullus lanatus var. fistulosus	"['(""citrullus""[MeSH Terms] OR ""citrullus""[All Fields]) AND ""lanatus""[All Fields] AND ""var""[All Fields] AND ""fistulosus""[All Fields]', '(""citrullus""[MeSH Terms] OR ""citrullus""[All Fields]) AND lanatus[All Fields] AND var.[All Fields] AND fistulosus[All Fields]']"	['citrullus lanatus var fistulosus', 'citrullus lanatus var. fistulosus']
citrus aurantiifolia	"['""citrus aurantiifolia""[MeSH Terms] OR (""citrus""[All Fields] AND ""aurantiifolia""[All Fields]) OR ""citrus aurantiifolia""[All Fields]', '""citrus aurantiifolia""[MeSH Terms] OR (""citrus""[All Fields] AND ""aurantiifolia""[All Fields]) OR ""citrus aurantiifolia""[All Fields]']"	['citrus aurantiifolia']
citrus latifolia	"['(""citrous""[All Fields] OR ""citrus""[MeSH Terms] OR ""citrus""[All Fields]) AND ""latifolia""[All Fields]', '(""citrous""[All Fields] OR ""citrus""[MeSH Terms] OR ""citrus""[All Fields]) AND latifolia[All Fields]']"	['citrous latifolia', 'citrus latifolia']
